epoch,step,train_loss_batch_epoch,train_loss_batch_step,val_loss
78,1658,0.049658406525850296,,
79,1679,,,0.05776261165738106
79,1679,0.04928922653198242,,
80,1699,,0.0490342415869236,
80,1700,,,0.05808958038687706
80,1700,0.049279194325208664,,
81,1721,,,0.05965692549943924
81,1721,0.048788927495479584,,
82,1742,,,0.0573950931429863
82,1742,0.04979381710290909,,
83,1749,,0.048215433955192566,
83,1763,,,0.05737768113613129
83,1763,0.04925781860947609,,
84,1784,,,0.05682314187288284
84,1784,0.04786437004804611,,
85,1799,,0.06401821225881577,
85,1805,,,0.05936276540160179
85,1805,0.04708997532725334,,
86,1826,,,0.05671396479010582
86,1826,0.047610729932785034,,
87,1847,,,0.058308325707912445
87,1847,0.046853672713041306,,
88,1849,,0.0429685115814209,
88,1868,,,0.05708456039428711
88,1868,0.04666091501712799,,
89,1889,,,0.056598059833049774
89,1889,0.04653571918606758,,
90,1899,,0.05538509413599968,
90,1910,,,0.06001587584614754
90,1910,0.04586511105298996,,
91,1931,,,0.05621188133955002
91,1931,0.046378687024116516,,
92,1949,,0.04954508692026138,
92,1952,,,0.05604375898838043
92,1952,0.04531725496053696,,
93,1973,,,0.05631924793124199
93,1973,0.04485198110342026,,
94,1994,,,0.0556999109685421
94,1994,0.04413800314068794,,
95,1999,,0.0561300665140152,
95,2015,,,0.0558437705039978
95,2015,0.0445789098739624,,
96,2036,,,0.05590095371007919
96,2036,0.04362554848194122,,
97,2049,,0.04970244690775871,
97,2057,,,0.0550113320350647
97,2057,0.04409753903746605,,
98,2078,,,0.055065497756004333
98,2078,0.04365180805325508,,
99,2099,,0.023738348856568336,
99,2099,,,0.05572148412466049
99,2099,0.04424603655934334,,
100,2120,,,0.054960139095783234
100,2120,0.04273797944188118,,
101,2141,,,0.0562552809715271
101,2141,0.04303764924407005,,
102,2149,,0.031177209690213203,
102,2162,,,0.05421382188796997
102,2162,0.04199415445327759,,
103,2183,,,0.05513233318924904
103,2183,0.04267651215195656,,
104,2199,,0.04145082086324692,
104,2204,,,0.055015068501234055
104,2204,0.04191112518310547,,
105,2225,,,0.05429360270500183
105,2225,0.041567254811525345,,
106,2246,,,0.055532101541757584
106,2246,0.04144122079014778,,
107,2249,,0.03266741335391998,
107,2267,,,0.05477765202522278
107,2267,0.04122043028473854,,
